,address,town,blk_no,street,max_floor_lvl,latitude,longitude
44851,623 WOODLANDS DR 52,WOODLANDS,623,WOODLANDS DR 52,12.0,1.43471895,103.798686
44859,623A PUNGGOL CTRL,PUNGGOL,623A,PUNGGOL CTRL,18.0,1.39986885,103.9119496
44869,623B PUNGGOL CTRL,PUNGGOL,623B,PUNGGOL CTRL,18.0,1.39946585,103.9118308
44879,623C PUNGGOL CTRL,PUNGGOL,623C,PUNGGOL CTRL,18.0,1.399735,103.9114588
44891,624 ANG MO KIO AVE 4,ANG MO KIO,624,ANG MO KIO AVE 4,13.0,1.3815568,103.84011220000001
44896,624 BEDOK RESERVOIR RD,BEDOK,624,BEDOK RESERVOIR RD,4.0,1.3342233,103.9163717
44898,624 BT BATOK CTRL,BUKIT BATOK,624,BT BATOK CTRL,8.0,1.3513321,103.7495554
44903,624 HOUGANG AVE 8,HOUGANG,624,HOUGANG AVE 8,13.0,1.3701903,103.8822487
44913,624 JURONG WEST ST 61,JURONG WEST,624,JURONG WEST ST 61,16.0,1.3409635,103.69772
44924,624 SENJA RD,BUKIT PANJANG,624,SENJA RD,20.0,1.38627615,103.7618399
44933,624 YISHUN RING RD,YISHUN,624,YISHUN RING RD,9.0,1.4176429,103.8351142
44940,624A PUNGGOL CTRL,PUNGGOL,624A,PUNGGOL CTRL,18.0,1.4008538,103.9113398
44946,624A WOODLANDS DR 52,WOODLANDS,624A,WOODLANDS DR 52,12.0,1.434314,103.7997202
44952,624B PUNGGOL CTRL,PUNGGOL,624B,PUNGGOL CTRL,18.0,1.40073445,103.9116958
44957,624B WOODLANDS DR 52,WOODLANDS,624B,WOODLANDS DR 52,12.0,1.43469075,103.7997581
44965,624C PUNGGOL CTRL,PUNGGOL,624C,PUNGGOL CTRL,18.0,1.40049195,103.9120207
44976,625 ANG MO KIO AVE 9,ANG MO KIO,625,ANG MO KIO AVE 9,12.0,1.38225,103.8411925
44984,625 BEDOK RESERVOIR RD,BEDOK,625,BEDOK RESERVOIR RD,4.0,1.3339624499999998,103.9161222
44987,625 BT BATOK CTRL,BUKIT BATOK,625,BT BATOK CTRL,8.0,1.3513448,103.7486287
44993,625 CHOA CHU KANG ST 62,CHOA CHU KANG,625,CHOA CHU KANG ST 62,12.0,1.39863095,103.7460815
45001,625 HOUGANG AVE 8,HOUGANG,625,HOUGANG AVE 8,4.0,1.36956265,103.8841475
45005,625 JURONG WEST ST 61,JURONG WEST,625,JURONG WEST ST 61,16.0,1.34135,103.6986244
45014,625 SENJA RD,BUKIT PANJANG,625,SENJA RD,30.0,1.38565645,103.76040589999998
45026,625 YISHUN ST 61,YISHUN,625,YISHUN ST 61,12.0,1.4180636,103.8362361
45033,625A WOODLANDS DR 52,WOODLANDS,625A,WOODLANDS DR 52,12.0,1.43366105,103.7996584
45037,625B WOODLANDS DR 52,WOODLANDS,625B,WOODLANDS DR 52,12.0,1.4334994,103.8001666
45045,626 BEDOK RESERVOIR RD,BEDOK,626,BEDOK RESERVOIR RD,12.0,1.3343792500000002,103.9156435
45049,626 BT BATOK CTRL,BUKIT BATOK,626,BT BATOK CTRL,18.0,1.3516887,103.7491108
45055,626 CHOA CHU KANG ST 62,CHOA CHU KANG,626,CHOA CHU KANG ST 62,12.0,1.3983155,103.7459326
45063,626 HOUGANG AVE 8,HOUGANG,626,HOUGANG AVE 8,12.0,1.36982,103.8819673
45072,626 JURONG WEST ST 65,JURONG WEST,626,JURONG WEST ST 65,16.0,1.3418086,103.6985264
45078,626 PASIR RIS DR 3,PASIR RIS,626,PASIR RIS DR 3,13.0,1.3797534999999999,103.941042
45088,626 SENJA RD,BUKIT PANJANG,626,SENJA RD,30.0,1.3854871,103.7599159
45099,626 WOODLANDS AVE 6,WOODLANDS,626,WOODLANDS AVE 6,12.0,1.43375825,103.8005407
45103,626 YISHUN ST 61,YISHUN,626,YISHUN ST 61,9.0,1.4175877,103.8357191
45109,627 ANG MO KIO AVE 9,ANG MO KIO,627,ANG MO KIO AVE 9,12.0,1.3818719,103.8413943
45115,627 BEDOK RESERVOIR RD,BEDOK,627,BEDOK RESERVOIR RD,12.0,1.3339533,103.9156148
45119,627 BT BATOK CTRL,BUKIT BATOK,627,BT BATOK CTRL,18.0,1.3518241,103.7494434
45124,627 CHOA CHU KANG ST 62,CHOA CHU KANG,627,CHOA CHU KANG ST 62,12.0,1.3979328,103.7461096
45131,627 HOUGANG AVE 8,HOUGANG,627,HOUGANG AVE 8,13.0,1.3692636,103.8819492
45139,627 JURONG WEST ST 65,JURONG WEST,627,JURONG WEST ST 65,16.0,1.3419632000000001,103.6989294
45145,627 PASIR RIS DR 3,PASIR RIS,627,PASIR RIS DR 3,13.0,1.3796431,103.9406357
45152,627 SENJA RD,BUKIT PANJANG,627,SENJA RD,30.0,1.38549655,103.75943769999999
45164,627 WOODLANDS AVE 6,WOODLANDS,627,WOODLANDS AVE 6,12.0,1.4336318,103.8011489
45168,627 YISHUN ST 61,YISHUN,627,YISHUN ST 61,12.0,1.4176979,103.8371361
45176,628 BEDOK RESERVOIR RD,BEDOK,628,BEDOK RESERVOIR RD,12.0,1.3348973,103.9150075
45182,628 BT BATOK CTRL,BUKIT BATOK,628,BT BATOK CTRL,18.0,1.3509004,103.749943
45190,628 HOUGANG AVE 8,HOUGANG,628,HOUGANG AVE 8,9.0,1.3694714,103.8807576
45195,628 JURONG WEST ST 65,JURONG WEST,628,JURONG WEST ST 65,16.0,1.34217355,103.69945269999997
45201,628 PASIR RIS DR 3,PASIR RIS,628,PASIR RIS DR 3,13.0,1.37915695,103.9412833
45206,628 YISHUN ST 61,YISHUN,628,YISHUN ST 61,12.0,1.4180829,103.8369435
45212,628A WOODLANDS RING RD,WOODLANDS,628A,WOODLANDS RING RD,13.0,1.4349657,103.8004062
45222,628B WOODLANDS RING RD,WOODLANDS,628B,WOODLANDS RING RD,13.0,1.43450865,103.800446
45232,629 ANG MO KIO AVE 4,ANG MO KIO,629,ANG MO KIO AVE 4,4.0,1.3801854,103.84041560000001
45236,629 BEDOK RESERVOIR RD,BEDOK,629,BEDOK RESERVOIR RD,11.0,1.3345678,103.9144299
45243,629 HOUGANG AVE 8,HOUGANG,629,HOUGANG AVE 8,12.0,1.3699149,103.8806736
45252,629 JURONG WEST ST 65,JURONG WEST,629,JURONG WEST ST 65,16.0,1.34251565,103.69967760000002
45258,629 PASIR RIS DR 3,PASIR RIS,629,PASIR RIS DR 3,13.0,1.37885485,103.94073619999998
45264,629 SENJA RD,BUKIT PANJANG,629,SENJA RD,30.0,1.3866374,103.7593851
45276,629 WOODLANDS RING RD,WOODLANDS,629,WOODLANDS RING RD,13.0,1.434344,103.8013796
45285,629 YISHUN ST 61,YISHUN,629,YISHUN ST 61,12.0,1.4183564000000002,103.8378159
45292,62A STRATHMORE AVE,QUEENSTOWN,62A,STRATHMORE AVE,30.0,1.29438085,103.8114222
45303,62B STRATHMORE AVE,QUEENSTOWN,62B,STRATHMORE AVE,27.0,1.2944609,103.8109724
45315,63 C'WEALTH DR,QUEENSTOWN,63,C'WEALTH DR,10.0,1.2988415,103.797093
45316,63 CHAI CHEE RD,BEDOK,63,CHAI CHEE RD,12.0,1.326024,103.9215356
45320,63 CIRCUIT RD,GEYLANG,63,CIRCUIT RD,10.0,1.3265879,103.8866385
45324,63 JLN MA'MOR,KALLANG/WHAMPOA,63,JLN MA'MOR,2.0,1.3286292,103.85753789999998
45325,63 KALLANG BAHRU,KALLANG/WHAMPOA,63,KALLANG BAHRU,13.0,1.3212047,103.8686403
45330,63 MARINE DR,MARINE PARADE,63,MARINE DR,14.0,1.3023886,103.9092337
45335,63 NEW UPP CHANGI RD,BEDOK,63,NEW UPP CHANGI RD,16.0,1.3237924,103.9399457
45341,63 SIMS PL,GEYLANG,63,SIMS PL,19.0,1.3164997,103.8795485
45347,63 TEBAN GDNS RD,JURONG EAST,63,TEBAN GDNS RD,25.0,1.3211101,103.7394818
45355,63 TELOK BLANGAH HTS,BUKIT MERAH,63,TELOK BLANGAH HTS,12.0,1.27482355,103.8109865
45362,630 ANG MO KIO AVE 4,ANG MO KIO,630,ANG MO KIO AVE 4,4.0,1.3805775,103.8410617
45364,630 HOUGANG AVE 8,HOUGANG,630,HOUGANG AVE 8,13.0,1.3702947,103.8810972
45375,630 JURONG WEST ST 65,JURONG WEST,630,JURONG WEST ST 65,16.0,1.3426723499999997,103.70020969999999
45381,630 PASIR RIS DR 3,PASIR RIS,630,PASIR RIS DR 3,13.0,1.3783956,103.9408818
45386,630 SENJA RD,BUKIT PANJANG,630,SENJA RD,30.0,1.3866922,103.7598353
45398,630 WOODLANDS RING RD,WOODLANDS,630,WOODLANDS RING RD,13.0,1.4350772,103.8012068
45406,630 YISHUN ST 61,YISHUN,630,YISHUN ST 61,12.0,1.4179508,103.8378581
45414,631 ANG MO KIO AVE 4,ANG MO KIO,631,ANG MO KIO AVE 4,11.0,1.3795753000000002,103.8407218
45421,631 BEDOK RESERVOIR RD,BEDOK,631,BEDOK RESERVOIR RD,3.0,1.3335873,103.9149662
45423,631 CHOA CHU KANG NTH 6,CHOA CHU KANG,631,CHOA CHU KANG NTH 6,14.0,1.3967702,103.7479944
45428,631 HOUGANG AVE 8,HOUGANG,631,HOUGANG AVE 8,13.0,1.37056,103.88141
45433,631 JURONG WEST ST 65,JURONG WEST,631,JURONG WEST ST 65,16.0,1.3432823,103.7002593
45442,631 PASIR RIS DR 3,PASIR RIS,631,PASIR RIS DR 3,13.0,1.37884935,103.9402588
45450,631 SENJA RD,BUKIT PANJANG,631,SENJA RD,30.0,1.38664435,103.760286
45461,631 WOODLANDS RING RD,WOODLANDS,631,WOODLANDS RING RD,13.0,1.4353743,103.8015406
45470,631 YISHUN ST 61,YISHUN,631,YISHUN ST 61,4.0,1.4184296,103.8383803
45474,632 ANG MO KIO AVE 4,ANG MO KIO,632,ANG MO KIO AVE 4,4.0,1.3802356,103.8412851
45477,632 BEDOK RESERVOIR RD,BEDOK,632,BEDOK RESERVOIR RD,3.0,1.3321611000000002,103.91368800000001
45479,632 CHOA CHU KANG NTH 6,CHOA CHU KANG,632,CHOA CHU KANG NTH 6,18.0,1.3966831,103.7486129
45484,632 HOUGANG AVE 8,HOUGANG,632,HOUGANG AVE 8,9.0,1.3702395,103.880269
45490,632 JURONG WEST ST 65,JURONG WEST,632,JURONG WEST ST 65,16.0,1.3438159,103.6996691
45500,632 PASIR RIS DR 3,PASIR RIS,632,PASIR RIS DR 3,13.0,1.3786553,103.9399282
45509,632 VEERASAMY RD,CENTRAL AREA,632,VEERASAMY RD,25.0,1.3060836,103.85451
45513,632 WOODLANDS RING RD,WOODLANDS,632,WOODLANDS RING RD,12.0,1.4358831,103.8018182
45521,632 YISHUN ST 61,YISHUN,632,YISHUN ST 61,12.0,1.4184945,103.8390537
45526,632A PUNGGOL DR,PUNGGOL,632A,PUNGGOL DR,17.0,1.4006953,103.9133894
45532,632B PUNGGOL DR,PUNGGOL,632B,PUNGGOL DR,17.0,1.4008360499999999,103.9131808
45538,632C PUNGGOL DR,PUNGGOL,632C,PUNGGOL DR,14.0,1.40096145,103.9129955
45543,633 ANG MO KIO AVE 6,ANG MO KIO,633,ANG MO KIO AVE 6,12.0,1.3698955999999998,103.87899219999998
45552,633 BEDOK RESERVOIR RD,BEDOK,633,BEDOK RESERVOIR RD,15.0,1.3304629,103.905216
45556,633 CHOA CHU KANG NTH 6,CHOA CHU KANG,633,CHOA CHU KANG NTH 6,18.0,1.3966872,103.7492761
45561,633 HOUGANG AVE 8,HOUGANG,633,HOUGANG AVE 8,9.0,1.3697932,103.8794727
45565,633 JURONG WEST ST 65,JURONG WEST,633,JURONG WEST ST 65,16.0,1.34343065,103.6991853
45577,633 PASIR RIS DR 3,PASIR RIS,633,PASIR RIS DR 3,13.0,1.37807085,103.9406754
45586,633 VEERASAMY RD,CENTRAL AREA,633,VEERASAMY RD,10.0,1.3058101,103.8548333
45592,633 WOODLANDS RING RD,WOODLANDS,633,WOODLANDS RING RD,12.0,1.4362585,103.8020734
45600,633A PUNGGOL DR,PUNGGOL,633A,PUNGGOL DR,17.0,1.4013273,103.9131541
45606,633A SENJA RD,BUKIT PANJANG,633A,SENJA RD,25.0,1.3855255,103.7583192
45615,633A YISHUN ST 61,YISHUN,633A,YISHUN ST 61,4.0,1.4191253,103.8397946
45617,633B PUNGGOL DR,PUNGGOL,633B,PUNGGOL DR,14.0,1.40121115,103.9133976
45621,633B SENJA RD,BUKIT PANJANG,633B,SENJA RD,31.0,1.385178,103.7585347
45627,633C SENJA RD,BUKIT PANJANG,633C,SENJA RD,31.0,1.3847056,103.7592518
45633,633D SENJA RD,BUKIT PANJANG,633D,SENJA RD,25.0,1.38461195,103.7596132
45643,634 ANG MO KIO AVE 6,ANG MO KIO,634,ANG MO KIO AVE 6,13.0,1.37019175,103.8784563
45648,634 BEDOK RESERVOIR RD,BEDOK,634,BEDOK RESERVOIR RD,18.0,1.3302334,103.9050971
45653,634 CHOA CHU KANG NTH 6,CHOA CHU KANG,634,CHOA CHU KANG NTH 6,14.0,1.3963873,103.74953460000002
45659,634 HOUGANG AVE 8,HOUGANG,634,HOUGANG AVE 8,13.0,1.3700898,103.8784239
45664,634 JURONG WEST ST 65,JURONG WEST,634,JURONG WEST ST 65,16.0,1.34307965,103.6989693
45672,634 PASIR RIS DR 1,PASIR RIS,634,PASIR RIS DR 1,13.0,1.37752935,103.9407831
45679,634 VEERASAMY RD,CENTRAL AREA,634,VEERASAMY RD,25.0,1.3060924,103.855127
45684,634 WOODLANDS RING RD,WOODLANDS,634,WOODLANDS RING RD,12.0,1.4361714,103.8029239
45691,634 YISHUN ST 61,YISHUN,634,YISHUN ST 61,12.0,1.4189011999999999,103.8391138
45698,634A SENJA RD,BUKIT PANJANG,634A,SENJA RD,24.0,1.3858741,103.7576799
45702,634B SENJA RD,BUKIT PANJANG,634B,SENJA RD,24.0,1.385887,103.757708
45707,635 ANG MO KIO AVE 6,ANG MO KIO,635,ANG MO KIO AVE 6,12.0,1.3808241,103.8424115
45714,635 BEDOK RESERVOIR RD,BEDOK,635,BEDOK RESERVOIR RD,15.0,1.3307226,103.9048528
45716,635 CHOA CHU KANG NTH 6,CHOA CHU KANG,635,CHOA CHU KANG NTH 6,14.0,1.39726015,103.7496416
45721,635 HOUGANG AVE 8,HOUGANG,635,HOUGANG AVE 8,13.0,1.3701782,103.8791424
45729,635 JURONG WEST ST 65,JURONG WEST,635,JURONG WEST ST 65,16.0,1.3426423000000003,103.6982613
45740,635 PASIR RIS DR 1,PASIR RIS,635,PASIR RIS DR 1,13.0,1.3774157,103.940381
45749,635 VEERASAMY RD,CENTRAL AREA,635,VEERASAMY RD,13.0,1.30651675,103.8554322
45756,635 WOODLANDS RING RD,WOODLANDS,635,WOODLANDS RING RD,12.0,1.4365251500000003,103.8023266
45764,635 YISHUN ST 61,YISHUN,635,YISHUN ST 61,12.0,1.41920345,103.8389939
45772,635A PUNGGOL DR,PUNGGOL,635A,PUNGGOL DR,17.0,1.4009318,103.9137083
45778,635A SENJA RD,BUKIT PANJANG,635A,SENJA RD,34.0,1.3867254,103.757183
45789,635B PUNGGOL DR,PUNGGOL,635B,PUNGGOL DR,17.0,1.40078485,103.91391749999998
45794,635B SENJA RD,BUKIT PANJANG,635B,SENJA RD,28.0,1.3866631,103.7578355
45804,635C PUNGGOL DR,PUNGGOL,635C,PUNGGOL DR,14.0,1.40063685,103.9141656
45809,636 ANG MO KIO AVE 6,ANG MO KIO,636,ANG MO KIO AVE 6,13.0,1.3812036,103.8433382
45814,636 BEDOK RESERVOIR RD,BEDOK,636,BEDOK RESERVOIR RD,15.0,1.33104865,103.9043726
45818,636 CHOA CHU KANG NTH 6,CHOA CHU KANG,636,CHOA CHU KANG NTH 6,13.0,1.3972682,103.7489876
45823,636 HOUGANG AVE 8,HOUGANG,636,HOUGANG AVE 8,13.0,1.37061825,103.879227
45831,636 JURONG WEST ST 65,JURONG WEST,636,JURONG WEST ST 65,16.0,1.3422124,103.6978908
45842,636 PASIR RIS DR 1,PASIR RIS,636,PASIR RIS DR 1,13.0,1.37692735,103.9410418
45847,636 VEERASAMY RD,CENTRAL AREA,636,VEERASAMY RD,8.0,1.3063601,103.8554582
45850,636 WOODLANDS RING RD,WOODLANDS,636,WOODLANDS RING RD,12.0,1.4368672,103.802708
45858,636 YISHUN ST 61,YISHUN,636,YISHUN ST 61,12.0,1.4196598,103.8391353
45865,636A PUNGGOL DR,PUNGGOL,636A,PUNGGOL DR,17.0,1.4003007,103.9139637
45871,636A SENJA RD,BUKIT PANJANG,636A,SENJA RD,29.0,1.3869535,103.7584986
45876,636A YISHUN ST 61,YISHUN,636A,YISHUN ST 61,4.0,1.4195049,103.8396259
45878,636B PUNGGOL DR,PUNGGOL,636B,PUNGGOL DR,14.0,1.40041335,103.9137722
45883,636B SENJA RD,BUKIT PANJANG,636B,SENJA RD,27.0,1.38755575,103.7583305
45889,636C SENJA RD,BUKIT PANJANG,636C,SENJA RD,27.0,1.38737135,103.7590974
45894,637 ANG MO KIO AVE 6,ANG MO KIO,637,ANG MO KIO AVE 6,12.0,1.3803254,103.8423961
45903,637 BEDOK RESERVOIR RD,BEDOK,637,BEDOK RESERVOIR RD,18.0,1.3310978,103.9038696
45908,637 CHOA CHU KANG NTH 6,CHOA CHU KANG,637,CHOA CHU KANG NTH 6,14.0,1.3973003,103.7483529
45912,637 HOUGANG AVE 8,HOUGANG,637,HOUGANG AVE 8,13.0,1.3709919,103.8792751
45921,637 JURONG WEST ST 61,JURONG WEST,637,JURONG WEST ST 61,16.0,1.34158555,103.6980152
45930,637 PASIR RIS DR 1,PASIR RIS,637,PASIR RIS DR 1,13.0,1.3766152,103.9405293
45936,637 VEERASAMY RD,CENTRAL AREA,637,VEERASAMY RD,13.0,1.30705805,103.8555261
45944,637 WOODLANDS RING RD,WOODLANDS,637,WOODLANDS RING RD,12.0,1.43738195,103.80247530000001
45951,637 YISHUN ST 61,YISHUN,637,YISHUN ST 61,12.0,1.4200755,103.8392247
45959,637A PUNGGOL DR,PUNGGOL,637A,PUNGGOL DR,18.0,1.3997296,103.9146055
45969,637A YISHUN ST 61,YISHUN,637A,YISHUN ST 61,4.0,1.4205369,103.8391727
45972,637B PUNGGOL DR,PUNGGOL,637B,PUNGGOL DR,18.0,1.3994438,103.9147367
45981,637C PUNGGOL DR,PUNGGOL,637C,PUNGGOL DR,18.0,1.39930905,103.9150986
45992,637D PUNGGOL DR,PUNGGOL,637D,PUNGGOL DR,18.0,1.3990887,103.9154259
46001,638 ANG MO KIO AVE 6,ANG MO KIO,638,ANG MO KIO AVE 6,13.0,1.3804789,103.843591
46005,638 BEDOK RESERVOIR RD,BEDOK,638,BEDOK RESERVOIR RD,15.0,1.3314815,103.9043272
46010,638 CHOA CHU KANG ST 64,CHOA CHU KANG,638,CHOA CHU KANG ST 64,13.0,1.3979815,103.75016369999999
46018,638 HOUGANG AVE 8,HOUGANG,638,HOUGANG AVE 8,4.0,1.3709705,103.8786756
46019,638 PASIR RIS DR 1,PASIR RIS,638,PASIR RIS DR 1,13.0,1.37617525,103.9406449
46023,638 WOODLANDS RING RD,WOODLANDS,638,WOODLANDS RING RD,12.0,1.4370877,103.80326319999999
46031,638 YISHUN ST 61,YISHUN,638,YISHUN ST 61,12.0,1.42024175,103.8385634
46038,638A PUNGGOL DR,PUNGGOL,638A,PUNGGOL DR,18.0,1.40012185,103.9148856
46048,638B PUNGGOL DR,PUNGGOL,638B,PUNGGOL DR,16.0,1.3999485,103.9151695
46056,638C PUNGGOL DR,PUNGGOL,638C,PUNGGOL DR,16.0,1.3997906,103.915536
46064,639 ANG MO KIO AVE 6,ANG MO KIO,639,ANG MO KIO AVE 6,12.0,1.3799078000000002,103.84248929999997
46071,639 BEDOK RESERVOIR RD,BEDOK,639,BEDOK RESERVOIR RD,15.0,1.33174675,103.90461900000001
46076,639 BT BATOK CTRL,BUKIT BATOK,639,BT BATOK CTRL,16.0,1.3493051,103.7519411
46079,639 CHOA CHU KANG ST 64,CHOA CHU KANG,639,CHOA CHU KANG ST 64,13.0,1.39780325,103.7490765
46087,639 HOUGANG AVE 8,HOUGANG,639,HOUGANG AVE 8,4.0,1.3706912,103.8798438
46088,639 JURONG WEST ST 61,JURONG WEST,639,JURONG WEST ST 61,16.0,1.34064825,103.6969281
46097,639 PASIR RIS DR 1,PASIR RIS,639,PASIR RIS DR 1,13.0,1.37661515,103.9399991
46106,639 ROWELL RD,CENTRAL AREA,639,ROWELL RD,25.0,1.3077573,103.8552017
46110,639 WOODLANDS RING RD,WOODLANDS,639,WOODLANDS RING RD,12.0,1.4377996,103.8026327
46116,639 YISHUN ST 61,YISHUN,639,YISHUN ST 61,12.0,1.42054715,103.8384505
46123,63A LENGKOK BAHRU,BUKIT MERAH,63A,LENGKOK BAHRU,30.0,1.28970785,103.8152855
46131,63B LENGKOK BAHRU,BUKIT MERAH,63B,LENGKOK BAHRU,30.0,1.2894749,103.8157236
46139,64 C'WEALTH DR,QUEENSTOWN,64,C'WEALTH DR,10.0,1.2993303,103.7972058
46141,64 CIRCUIT RD,GEYLANG,64,CIRCUIT RD,10.0,1.3269716,103.88716909999997
46145,64 JLN MA'MOR,KALLANG/WHAMPOA,64,JLN MA'MOR,2.0,1.3286131,103.8579
46146,64 KALLANG BAHRU,KALLANG/WHAMPOA,64,KALLANG BAHRU,13.0,1.3205490500000001,103.86866370000003
46151,64 MARINE DR,MARINE PARADE,64,MARINE DR,14.0,1.30202595,103.9093082
46156,64 NEW UPP CHANGI RD,BEDOK,64,NEW UPP CHANGI RD,16.0,1.32419615,103.939806
46162,64 TEBAN GDNS RD,JURONG EAST,64,TEBAN GDNS RD,25.0,1.3214409,103.7398654
46171,64 TELOK BLANGAH DR,BUKIT MERAH,64,TELOK BLANGAH DR,12.0,1.2743985,103.8109144
46178,640 ANG MO KIO AVE 6,ANG MO KIO,640,ANG MO KIO AVE 6,13.0,1.3801236,103.8436615
46183,640 BEDOK RESERVOIR RD,BEDOK,640,BEDOK RESERVOIR RD,17.0,1.33198835,103.9050014
46187,640 CHOA CHU KANG ST 64,CHOA CHU KANG,640,CHOA CHU KANG ST 64,19.0,1.3978049,103.7496456
46198,640 HOUGANG AVE 8,HOUGANG,640,HOUGANG AVE 8,4.0,1.3713196,103.8797727
46199,640 JURONG WEST ST 61,JURONG WEST,640,JURONG WEST ST 61,16.0,1.3399645,103.6979964
46207,640 PASIR RIS DR 1,PASIR RIS,640,PASIR RIS DR 1,13.0,1.37584155,103.94036120000001
46213,640 ROWELL RD,CENTRAL AREA,640,ROWELL RD,10.0,1.3074168,103.8550556
46218,640 WOODLANDS RING RD,WOODLANDS,640,WOODLANDS RING RD,12.0,1.4367785,103.80180539999999
46225,640 YISHUN ST 61,YISHUN,640,YISHUN ST 61,12.0,1.42094475,103.8390571
46235,640A YISHUN ST 61,YISHUN,640A,YISHUN ST 61,4.0,1.42094475,103.8390571
46237,641 BEDOK RESERVOIR RD,BEDOK,641,BEDOK RESERVOIR RD,15.0,1.33167975,103.9050996
46240,641 CHOA CHU KANG ST 64,CHOA CHU KANG,641,CHOA CHU KANG ST 64,18.0,1.39835245,103.7499138
46251,641 HOUGANG AVE 8,HOUGANG,641,HOUGANG AVE 8,17.0,1.37127605,103.88008
46256,641 JURONG WEST ST 61,JURONG WEST,641,JURONG WEST ST 61,15.0,1.3347478,103.6988384
46265,641 PASIR RIS DR 1,PASIR RIS,641,PASIR RIS DR 1,13.0,1.37643525,103.9396616
46271,641 ROWELL RD,CENTRAL AREA,641,ROWELL RD,25.0,1.3081957,103.8551761
46278,641 YISHUN ST 61,YISHUN,641,YISHUN ST 61,12.0,1.42075795,103.8380349
46289,641A PUNGGOL DR,PUNGGOL,641A,PUNGGOL DR,18.0,1.39855705,103.9169894
46300,641B PUNGGOL DR,PUNGGOL,641B,PUNGGOL DR,16.0,1.3988843,103.9168069
46309,641C PUNGGOL DR,PUNGGOL,641C,PUNGGOL DR,16.0,1.3990524,103.916417
46317,642 ANG MO KIO AVE 5,ANG MO KIO,642,ANG MO KIO AVE 5,13.0,1.3779322,103.8403894
46324,642 BEDOK RESERVOIR RD,BEDOK,642,BEDOK RESERVOIR RD,15.0,1.3313418,103.9055195
46329,642 BT BATOK CTRL,BUKIT BATOK,642,BT BATOK CTRL,13.0,1.34868,103.7514575
46332,642 CHOA CHU KANG ST 64,CHOA CHU KANG,642,CHOA CHU KANG ST 64,15.0,1.39845815,103.7493113
46340,642 HOUGANG AVE 8,HOUGANG,642,HOUGANG AVE 8,10.0,1.3717635,103.87984099999997
46344,642 JURONG WEST ST 61,JURONG WEST,642,JURONG WEST ST 61,15.0,1.3377027,103.69873
46353,642 PASIR RIS DR 10,PASIR RIS,642,PASIR RIS DR 10,13.0,1.3775052,103.938328
46358,642 ROWELL RD,CENTRAL AREA,642,ROWELL RD,25.0,1.30779475,103.8564888
46363,642 YISHUN ST 61,YISHUN,642,YISHUN ST 61,12.0,1.42090345,103.8374263
46371,642A PUNGGOL DR,PUNGGOL,642A,PUNGGOL DR,18.0,1.3981691,103.9167033
46382,642B PUNGGOL DR,PUNGGOL,642B,PUNGGOL DR,18.0,1.39839645,103.9163395
46393,642C PUNGGOL DR,PUNGGOL,642C,PUNGGOL DR,18.0,1.3985658,103.9159553
46404,642D PUNGGOL DR,PUNGGOL,642D,PUNGGOL DR,18.0,1.39885725,103.9157778
46414,643 ANG MO KIO AVE 5,ANG MO KIO,643,ANG MO KIO AVE 5,13.0,1.3772399,103.8405739
46423,643 BEDOK RESERVOIR RD,BEDOK,643,BEDOK RESERVOIR RD,16.0,1.3309521,103.9058343
46427,643 CHOA CHU KANG ST 64,CHOA CHU KANG,643,CHOA CHU KANG ST 64,12.0,1.3979815,103.7501637
46433,643 HOUGANG AVE 8,HOUGANG,643,HOUGANG AVE 8,17.0,1.3715483,103.8806472
46438,643 JURONG WEST ST 61,JURONG WEST,643,JURONG WEST ST 61,10.0,1.3391973,103.6982334
46442,643 PASIR RIS DR 10,PASIR RIS,643,PASIR RIS DR 10,13.0,1.37776885,103.9378976
46445,643 PUNGGOL CTRL,PUNGGOL,643,PUNGGOL CTRL,18.0,1.3973033,103.9160015
46454,643 WOODLANDS RING RD,WOODLANDS,643,WOODLANDS RING RD,12.0,1.43769595,103.8013546
46460,643 YISHUN ST 61,YISHUN,643,YISHUN ST 61,13.0,1.4213002,103.8374116
46468,644 ANG MO KIO AVE 4,ANG MO KIO,644,ANG MO KIO AVE 4,11.0,1.3792227,103.84098859999999
46475,644 BEDOK RESERVOIR RD,BEDOK,644,BEDOK RESERVOIR RD,15.0,1.3307391,103.9055111
46480,644 HOUGANG AVE 8,HOUGANG,644,HOUGANG AVE 8,10.0,1.371454,103.88127899999999
46484,644 JURONG WEST ST 61,JURONG WEST,644,JURONG WEST ST 61,15.0,1.3397633,103.6979776
46493,644 PASIR RIS DR 10,PASIR RIS,644,PASIR RIS DR 10,13.0,1.37807095,103.9375403
46497,644 WOODLANDS RING RD,WOODLANDS,644,WOODLANDS RING RD,12.0,1.4367785,103.80180539999999
46504,644 YISHUN ST 61,YISHUN,644,YISHUN ST 61,13.0,1.4216588,103.8374539
46514,645 HOUGANG AVE 8,HOUGANG,645,HOUGANG AVE 8,13.0,1.3717684499999998,103.88144139999999
46519,645 JLN TENAGA,BEDOK,645,JLN TENAGA,15.0,1.3316084,103.9067532
46523,645 JURONG WEST ST 61,JURONG WEST,645,JURONG WEST ST 61,16.0,1.3390888,103.6965567
46533,645 PASIR RIS DR 10,PASIR RIS,645,PASIR RIS DR 10,13.0,1.3783863,103.93777
